IATA,IACO,name,city,province,state,country,wiki,lat,lng
RCU,SAOC,Aeropuerto de Río Cuarto,Río Cuarto,, Córdoba, Argentina,http://en.wikipedia.org/w/index.php?title=Aeropuerto_de_R%C3%ADo_Cuarto&action=edit&redlink=1#,-33.0867,-64.2617
LLS,SATK,Alferez Armando Rodriguez,Las Lomitas,, Formosa, Argentina,http://en.wikipedia.org/w/index.php?title=Alferez_Armando_Rodriguez&action=edit&redlink=1#,,
BUE,,All Airports,Buenos Aires,,, Argentina,0,,
REL,SAVT,Almirante Marco Andrés Zar Airport,Trelew,, Chubut, Argentina,http://en.wikipedia.org/wiki/Almirante_Marco_Andr%C3%A9s_Zar_Airport#,-43.2106,-65.2703
ARR,SAVR,Alto Río Senguer Airport,Alto Río Senguer,, Chubut, Argentina,http://en.wikipedia.org/wiki/Alto_R%C3%ADo_Senguer_Airport#,,
OES,SAVN,Antoine de Saint Exupéry Airport,San Antonio Oeste,,, Argentina,http://en.wikipedia.org/wiki/Antoine_de_Saint_Exup%C3%A9ry_Airport_%28Argentina%29#,,
MDQ,SAZM,Astor Piazzolla International Airport,Mar del Plata,, Buenos Aires Province, Argentina,http://en.wikipedia.org/wiki/Astor_Piazzolla_International_Airport#,-37.9342,-57.5733
CPC,SAZY,Aviador Carlos Campos Airport,San Martín de los Andes,, Neuquén, Argentina,http://en.wikipedia.org/wiki/Aviador_Carlos_Campos_Airport#,-40.0819,-71.1458
CSZ,SAZC,Brigadier Hector Eduardo Ruiz Airport,Coronel Suárez,, Buenos Aires, Argentina,http://en.wikipedia.org/wiki/Brigadier_Hector_Eduardo_Ruiz_Airport#,,
IGB,SAVJ,C. FAA H.R. Borden Airport (Ingeniero Jacobacci Airport),Ingeniero Jacobacci,, Río Negro, Argentina,http://en.wikipedia.org/wiki/Ingeniero_Jacobacci_Airport#,,
CVI,,Caleta Olivia Airport,Caleta Olivia,, Santa Cruz, Argentina,http://en.wikipedia.org/w/index.php?title=Caleta_Olivia_Airport&action=edit&redlink=1#,,
IRJ,SANL,Capitán Vicente Almandos Almonacid Airport,La Rioja,,, Argentina,http://en.wikipedia.org/wiki/Capit%C3%A1n_Vicente_Almandos_Almonacid_Airport#,-29.3892,-66.8025
CPG,,Carmen de Patagones Airport,Carmen de Patagones,, Buenos Aires, Argentina,http://en.wikipedia.org/w/index.php?title=Carmen_de_Patagones_Airport&action=edit&redlink=1#,,
IGR,SARI,Cataratas del Iguazú International Airport,Puerto Iguazú,, Misiones, Argentina,http://en.wikipedia.org/wiki/Cataratas_del_Iguaz%C3%BA_International_Airport#,-25.7372,-54.4733
CVH,,Caviahue Airport,Caviahue,, Neuquén, Argentina,http://en.wikipedia.org/wiki/Caviahue_Airport#,,
CRR,SANW,Ceres Airport,Ceres,, Santa Fe, Argentina,http://en.wikipedia.org/wiki/Ceres_Airport#,,
CNT,,Charata Airport,Charata,, Chubut, Argentina,http://en.wikipedia.org/w/index.php?title=Charata_Airport&action=edit&redlink=1#,,
HOS,SAHC,Chos Malal Airport (Oscar Reguera Airport),Chos Malal,, Neuquén, Argentina,http://en.wikipedia.org/wiki/Chos_Malal_Airport#,,
CLX,SATC,Clorinda Airport,Clorinda,, Formosa, Argentina,http://en.wikipedia.org/wiki/Clorinda_Airport#,,
CCT,,Colonia Catriel Airport,Colonia Catriel,, Río Negro, Argentina,http://en.wikipedia.org/wiki/Colonia_Catriel_Airport#,,
FTE,SAWA,Comandante Armando Tola International Airport,El Calafate,, Santa Cruz Province, Argentina,http://en.wikipedia.org/wiki/Comandante_Armando_Tola_International_Airport#,-50.2803,-72.0531
BHI,SAZB,Comandante Espora Airport,Bahía Blanca,, Buenos Aires Province, Argentina,http://en.wikipedia.org/wiki/Comandante_Espora_Airport#,-38.7203,-62.1575
LGS,SAMM,Comodoro D. Ricardo Salomón Airport (Malargüe Airport),Malargüe,, Mendoza, Argentina,http://en.wikipedia.org/wiki/Comodoro_D._Ricardo_Salom%C3%B3n_Airport#,-35.4797,-69.585
PEH,SAZP,Comodoro P. Zanni Airport,Pehuajó,,, Argentina,http://en.wikipedia.org/wiki/Comodoro_P._Zanni_Airport#,-35.8411,-61.8575
COC,SAAC,Concordia Airport (Comodoro Pierrestegui Airport),Concordia,, Entre Ríos, Argentina,http://en.wikipedia.org/wiki/Concordia_Airport#,-31.3033,-58.0081
CTC,SANC,Coronel Felipe Varela Airport,Catamarca,, Catamarca, Argentina,http://en.wikipedia.org/wiki/Coronel_Felipe_Varela_Airport#,-28.5864,-65.7533
UZU,SATU,Curuzú Cuatiá Airport,Curuzú Cuatiá,, Corrientes, Argentina,http://en.wikipedia.org/wiki/Curuz%C3%BA_Cuati%C3%A1_Airport#,-29.7833,-58.0167
CUT,SAZW,Cutral Có Airport,Cutral Có,, Neuquén, Argentina,http://en.wikipedia.org/wiki/Cutral_C%C3%B3_Airport#,-38.9333,-69.25
CNQ,SARC,Doctor Fernando Piragine Niveyro International Airport,Corrientes,, Corrientes, Argentina,http://en.wikipedia.org/wiki/Doctor_Fernando_Piragine_Niveyro_International_Airport#,-27.4456,-58.7619
UAQ,SANU,Domingo Faustino Sarmiento Airport,San Juan Province,,, Argentina,http://en.wikipedia.org/wiki/Domingo_Faustino_Sarmiento_Airport#,-31.5683,-68.4183
DOT,SADD,Don Torcuato International Airport (closed),Buenos Aires,,, Argentina,http://en.wikipedia.org/w/index.php?title=Don_Torcuato_International_Airport&action=edit&redlink=1#,,
GNR,SAHR,Dr. Arturo Umberto Illia Airport,General Roca,, Río Negro, Argentina,http://en.wikipedia.org/wiki/Dr._Arturo_Umberto_Illia_Airport#,-38.9833,-67.6
EHL,SAVB,El Bolson Airport,El Bolsón,, Río Negro, Argentina,http://en.wikipedia.org/wiki/El_Bolson_Airport#,-41.9667,-71.5167
EMX,SAVD,El Maitén Airport,El Maitén,, Neuquén, Argentina,http://en.wikipedia.org/wiki/El_Mait%C3%A9n_Airport#,,
PMY,SAVY,El Tehuelche Airport,Puerto Madryn,,, Argentina,http://en.wikipedia.org/wiki/El_Tehuelche_Airport#,-42.75,-65.1
ELO,SATD,Eldorado Airport,Eldorado,, Misiones, Argentina,http://en.wikipedia.org/w/index.php?title=Eldorado_Airport_%28Argentina%29&action=edit&redlink=1#,47.825,-91.83
EQS,SAVE,Esquel Airport,Esquel,, Chubut Province, Argentina,http://en.wikipedia.org/wiki/Esquel_Airport#,-42.9333,-71.1442
FMA,SARF,Formosa International Airport (El Pucú Airport),Formosa,,, Argentina,http://en.wikipedia.org/wiki/Formosa_International_Airport#,-26.2128,-58.2281
CRD,SAVC,General Enrique Mosconi International Airport,Comodoro Rivadavia,, Chubut, Argentina,http://en.wikipedia.org/wiki/General_Enrique_Mosconi_International_Airport#,-45.7853,-67.4656
PRA,SAAP,General Justo José de Urquiza Airport,Paraná,, Entre Ríos, Argentina,http://en.wikipedia.org/wiki/General_Justo_Jos%C3%A9_de_Urquiza_Airport#,-31.7792,-60.4672
GPO,SAZG,General Pico Airport,General Pico,, La Pampa, Argentina,http://en.wikipedia.org/wiki/General_Pico_Airport#,-35.6875,-63.7417
VDM,SAVV,Gobernador Edgardo Castello Airport,Viedma,,, Argentina,http://en.wikipedia.org/wiki/Gobernador_Edgardo_Castello_Airport#,-40.8689,-62.9978
GGS,SAWR,Gobernador Gregores Airport,Gobernador Gregores,, Santa Cruz, Argentina,http://en.wikipedia.org/wiki/Gobernador_Gregores_Airport#,-48.7836,-70.1608
JUJ,SASJ,Gobernador Horacio Guzmán International Airport,San Salvador de Jujuy,, Jujuy, Argentina,http://en.wikipedia.org/wiki/Gobernador_Horacio_Guzm%C3%A1n_International_Airport#,-24.3928,-65.0978
MDZ,SAME,Gov. Francisco Gabrielli International Airport (El Plumerillo),Mendoza,, Mendoza Province, Argentina,http://en.wikipedia.org/wiki/Governor_Francisco_Gabrielli_International_Airport#,-32.8317,-68.7928
GHU,SAAG,Gualeguaychú Airport,Gualeguaychú,, Entre Ríos, Argentina,http://en.wikipedia.org/wiki/Gualeguaych%C3%BA_Airport#,-33.0108,-58.6125
RGA,SAWE,Hermes Quijada International Airport,Río Grande,, Tierra del Fuego, Argentina,http://en.wikipedia.org/wiki/Hermes_Quijada_International_Airport#,-53.7775,-67.75
COR,SACO,Ingeniero Ambrosio L.V. Taravella International Airport (Pajas Blancas),Córdoba,, Córdoba, Argentina,http://en.wikipedia.org/wiki/Ingeniero_Ambrosio_L.V._Taravella_International_Airport#,-31.31,-64.2083
AEP,SABE,Jorge Newbery Airpark,Buenos Aires,,, Argentina,http://en.wikipedia.org/wiki/Jorge_Newbery_Airpark#,-34.5589,-58.4164
JSM,SAWS,José de San Martín Airport,José de San Martín,, Chubut, Argentina,http://en.wikipedia.org/wiki/Jos%C3%A9_de_San_Mart%C3%ADn_Airport#,,
JNI,SAAJ,Junín Airport,Junín,, Buenos Aires, Argentina,http://en.wikipedia.org/wiki/Jun%C3%ADn_Airport#,,
LCM,SACC,La Cumbre Airport,La Cumbre,, Córdoba, Argentina,http://en.wikipedia.org/wiki/La_Cumbre_Airport#,,
LPG,SADL,La Plata International Airport,La Plata,, Buenos Aires, Argentina,http://en.wikipedia.org/wiki/La_Plata_Airport#,-34.9672,-57.8947
ING,SAWA,Lago Argentino Airport (closed 2006),El Calafate,, Santa Cruz, Argentina,http://en.wikipedia.org/wiki/Lago_Argentino_Airport#,,
LHS,SAVH,Las Heras Airport,Las Heras,, Santa Cruz, Argentina,http://en.wikipedia.org/w/index.php?title=Las_Heras_Airport&action=edit&redlink=1#,,
PSS,SARP,Libertador General José de San Martín Airport,Posadas,,, Argentina,http://en.wikipedia.org/wiki/Libertador_General_Jos%C3%A9_de_San_Mart%C3%ADn_Airport#,-27.3858,-55.9706
LCP,,Loncopué Airport,Loncopué,, Neuquén, Argentina,http://en.wikipedia.org/w/index.php?title=Loncopu%C3%A9_Airport&action=edit&redlink=1#,,
LMD,,Los Menucos Airport,Los Menucos,, Río Negro, Argentina,http://en.wikipedia.org/w/index.php?title=Los_Menucos_Airport&action=edit&redlink=1#,,
MQD,SAVQ,Maquinchao Airport,Maquinchao,, Río Negro Province, Argentina,http://en.wikipedia.org/wiki/Maquinchao_Airport#,,
SLA,SASA,Martín Miguel de Güemes International Airport,Salta,, Salta Province, Argentina,http://en.wikipedia.org/wiki/Mart%C3%ADn_Miguel_de_G%C3%BCemes_International_Airport#,-24.86,-65.4767
MDX,SATM,Mercedes Airport,Mercedes,, Corrientes, Argentina,http://en.wikipedia.org/wiki/Mercedes_Airport#,-29.2261,-53.0844
EZE,SAEZ,Ministro Pistarini International Airport,Ezeiza (near Buenos Aires),,, Argentina,http://en.wikipedia.org/wiki/Ministro_Pistarini_International_Airport#,-34.8222,-58.5358
MJR,,Miramar Airport,Miramar,, Buenos Aires, Argentina,http://en.wikipedia.org/wiki/Miramar_Airport#,,
MCS,SARM,Monte Caseros Airport,Monte Caseros,, Corrientes, Argentina,http://en.wikipedia.org/wiki/Monte_Caseros_Airport#,-30.27,-57.64
NEC,SAZO,Necochea Airport,Necochea,, Buenos Aires, Argentina,http://en.wikipedia.org/wiki/Necochea_Airport#,-38.4833,-58.8167
OVR,SAZF,Olavarría Airport,Olavarría,,, Argentina,http://en.wikipedia.org/wiki/Olavarr%C3%ADa_Airport#,-36.8889,-60.2278
ORA,SASO,Orán Airport,Orán,, Salta Province, Argentina,http://en.wikipedia.org/wiki/Or%C3%A1n_Airport#,-23.15,-64.3233
AOL,SARL,Paso de los Libres Airport,Paso de los Libres,, Corrientes, Argentina,http://en.wikipedia.org/wiki/Paso_de_los_Libres_Airport#,-29.6881,-57.1522
PMQ,SAWP,Perito Moreno Airport,Perito Moreno,, Santa Cruz, Argentina,http://en.wikipedia.org/wiki/Perito_Moreno_Airport#,,
RGL,SAWG,Piloto Civil Norberto Fernández International Airport,Río Gallegos,, Santa Cruz, Argentina,http://en.wikipedia.org/wiki/Piloto_Civil_Norberto_Fern%C3%A1ndez_International_Airport#,-51.6089,-69.3128
NQN,SAZN,Presidente Perón International Airport,Neuquen,,, Argentina,http://en.wikipedia.org/wiki/Presidente_Per%C3%B3n_International_Airport#,-38.9489,-68.1558
VME,SAOR,Pringles Airport,Villa Mercedes,, San Luis, Argentina,http://en.wikipedia.org/w/index.php?title=Pringles_Airport&action=edit&redlink=1#,-33.7251,-65.3781
PUD,SAWD,Puerto Deseado Airport,Puerto Deseado,, Santa Cruz Province, Argentina,http://en.wikipedia.org/wiki/Puerto_Deseado_Airport#,-47.7336,-65.9164
RCQ,SATR,Reconquista Airport,Reconquista,, Santa Fe, Argentina,http://en.wikipedia.org/wiki/Reconquista_Airport#,-29.2117,-59.6917
RES,SARE,Resistencia International Airport,Resistencia,, Chaco, Argentina,http://en.wikipedia.org/wiki/Resistencia_International_Airport#,-27.45,-59.0561
ROS,SAAR,Rosario - Islas Malvinas International Airport,Rosario,,, Argentina,http://en.wikipedia.org/wiki/Rosario_-_Islas_Malvinas_International_Airport#,-32.9036,-60.7844
SZQ,,Sáenz Peña Airport,Sáenz Peña,, Buenos Aires, Argentina,http://en.wikipedia.org/w/index.php?title=S%C3%A1enz_Pe%C3%B1a_Airport&action=edit&redlink=1#,,
BRC,SAZS,San Carlos de Bariloche Airport,San Carlos de Bariloche,, Río Negro Province, Argentina,http://en.wikipedia.org/wiki/San_Carlos_de_Bariloche_Airport#,-41.1511,-71.1578
FDO,SADF,San Fernando Airport,San Fernando,, Buenos Aires, Argentina,http://en.wikipedia.org/wiki/San_Fernando_Airport_%28Argentina%29#,,
LUQ,SAOU,San Luis Airport,San Luis,,, Argentina,http://en.wikipedia.org/wiki/San_Luis_Airport_%28Argentina%29#,-33.2772,-66.3522
AFA,SAMR,San Rafael Airport,San Rafael,, Mendoza, Argentina,http://en.wikipedia.org/wiki/San_Rafael_Airport_%28Argentina%29#,-34.5883,-68.4033
RSA,SAZR,Santa Rosa Airport,Santa Rosa,,, Argentina,http://en.wikipedia.org/wiki/Santa_Rosa_Airport_%28Argentina%29#,-36.5914,-64.2786
TDL,SAZT,Tandil Airport,Tandil,,, Argentina,http://en.wikipedia.org/wiki/Tandil_Airport#,-37.2367,-59.23
TTG,SAST,Tartagal Airport,Tartagal,, Salta, Argentina,http://en.wikipedia.org/wiki/Tartagal_Airport#,-22.6283,-63.8183
TUC,SANT,Teniente General Benjamín Matienzo International Airport,San Miguel de Tucumán,,, Argentina,http://en.wikipedia.org/wiki/Teniente_General_Benjam%C3%ADn_Matienzo_International_Airport#,-26.8408,-65.1047
PRQ,SARS,Termal Airport (Pres. Roque Saenz Pena Airport),Presidencia Roque Sáenz Peña,, Chaco, Argentina,http://en.wikipedia.org/w/index.php?title=Termal_Airport&action=edit&redlink=1#,-26.7565,-60.4931
OYO,SAZH,Tres Arroyos Airport,Tres Arroyos,, Buenos Aires Province, Argentina,http://en.wikipedia.org/wiki/Tres_Arroyos_Airport#,,
USH,SAWH,Ushuaia - Malvinas Argentinas International Airport,Ushuaia,, Tierra del Fuego, Argentina,http://en.wikipedia.org/wiki/Ushuaia_-_Malvinas_Argentinas_International_Airport#,-54.8433,-68.2956
SDE,SANE,Vicecomodoro Ángel de la Paz Aragonés Airport,Santiago del Estero,,, Argentina,http://en.wikipedia.org/wiki/Vicecomodoro_%C3%81ngel_de_la_Paz_Aragon%C3%A9s_Airport#,-27.7556,-64.2997
VDR,SAOD,Villa Dolores Airport,Villa Dolores,, Córdoba, Argentina,http://en.wikipedia.org/wiki/Villa_Dolores_Airport#,,
VLG,SAZV,Villa Gesell - Pinamar International Airport,Villa Gesell,, Buenos Aires, Argentina,http://en.wikipedia.org/wiki/Villa_Gesell_-_Pinamar_International_Airport#,-37.2347,-57.0233
APZ,SAHZ,Zapala Airport,Zapala,, Neuquén, Argentina,http://en.wikipedia.org/wiki/Zapala_Airport#,,
LWN,UDSG,Shirak Airport,Gyumri,,, Armenia,http://en.wikipedia.org/wiki/Shirak_Airport#,40.7505,43.8593
EVN,UDYZ,Zvartnots International Airport,Yerevan,,, Armenia,http://en.wikipedia.org/wiki/Zvartnots_International_Airport#,40.1473,44.3959
AUA,TNCA,Queen Beatrix International Airport,Oranjestad,,, Aruba,http://en.wikipedia.org/wiki/Aeropuerto_Internacional_Reina_Beatrix#,12.5014,-70.0152
ABG,YABI,Abingdon Airport,Abingdon,, Queensland, Australia,http://en.wikipedia.org/wiki/Abingdon_Airport#,,
ADL,YPAD,Adelaide Airport,Adelaide,, South Australia, Australia,http://en.wikipedia.org/wiki/Adelaide_Airport#,-34.945,138.53
AWN,,Afton Downs Airport,Afton Downs,, South Australia, Australia,http://en.wikipedia.org/w/index.php?title=Afton_Downs_Airport&action=edit&redlink=1#,,
AGW,,Agnew Airport,Agnew,, Queensland, Australia,http://en.wikipedia.org/wiki/Agnew_Airport#,,
ALH,YABA,Albany Airport,Albany,, Western Australia, Australia,http://en.wikipedia.org/wiki/Albany_Airport_%28Australia%29#,-34.9433,117.8083
ABX,YMAY,Albury Airport,Albury,, New South Wales, Australia,http://en.wikipedia.org/wiki/Albury_Airport#,-36.0689,146.9564
AXL,,Alexandria Airport,Alexandria Station,, Northern Territory, Australia,http://en.wikipedia.org/w/index.php?title=Alexandria_Airport_%28Australia%29&action=edit&redlink=1#,,
ASP,YBAS,Alice Springs Airport,Alice Springs,, Northern Territory, Australia,http://en.wikipedia.org/wiki/Alice_Springs_Airport#,-23.8067,133.9017
ABH,YAPH,Alpha Airport,Alpha,, Queensland, Australia,http://en.wikipedia.org/wiki/Alpha_Airport#,-23.6583,146.5917
AYD,,Alroy Downs Airport,Alroy Downs Station,, Northern Territory, Australia,http://en.wikipedia.org/w/index.php?title=Alroy_Downs_Airport&action=edit&redlink=1#,,
AMT,YAMT,Amata Airport,Amata,, Northern Territory, Australia,http://en.wikipedia.org/w/index.php?title=Amata_Airport&action=edit&redlink=1#,,
AMX,,Ammaroo Airport,Ammaroo,, Northern Territory, Australia,http://en.wikipedia.org/w/index.php?title=Ammaroo_Airport&action=edit&redlink=1#,,
ADO,YAMK,Andamooka Airport,Andamooka,, South Australia, Australia,http://en.wikipedia.org/wiki/Andamooka_Airport#,,
ANZ,,Angus Downs Airport,Angus Downs,, Northern Territory, Australia,http://en.wikipedia.org/w/index.php?title=Angus_Downs_Airport&action=edit&redlink=1#,,
AYL,,Anthony Lagoon Airport,Anthony Lagoon,, Northern Territory, Australia,http://en.wikipedia.org/w/index.php?title=Anthony_Lagoon_Airport&action=edit&redlink=1#,,
AXC,YAMC,Aramac Airport,Aramac,, Queensland, Australia,http://en.wikipedia.org/wiki/Aramac_Airport#,,
ARY,YARA,Ararat Airport,Ararat,, Victoria, Australia,http://en.wikipedia.org/wiki/Ararat_Airport#,-37.3119,142.9906
GYL,YARG,Argyle Airport,Argyle,, Western Australia, Australia,http://en.wikipedia.org/wiki/Argyle_Airport#,-16.6369,128.45
AGY,,Argyle Downs Airport,Argyle Downs,, Western Australia, Australia,http://en.wikipedia.org/wiki/Argyle_Downs_Airport#,,
ARM,YARM,Armidale Airport,Armidale,, New South Wales, Australia,http://en.wikipedia.org/wiki/Armidale_Airport#,-30.53,151.6175
AAB,YARY,Arrabury Airport,Arrabury,, Queensland, Australia,http://en.wikipedia.org/wiki/Arrabury_Airport#,,
AUD,YAGD,Augustus Downs Airport,Augustus Downs,, Queensland, Australia,http://en.wikipedia.org/w/index.php?title=Augustus_Downs_Airport&action=edit&redlink=1#,,
AUU,YAUR,Aurukun Airport,Aurukun,, Queensland, Australia,http://en.wikipedia.org/wiki/Aurukun_Airport#,-13.3539,141.7208
AWP,,Austral Downs Airport,Austral Downs,, Northern Territory, Australia,http://en.wikipedia.org/w/index.php?title=Austral_Downs_Airport&action=edit&redlink=1#,,
AVG,YAUV,Auvergne Airport,Auvergne,, Northern Territory, Australia,http://en.wikipedia.org/w/index.php?title=Auvergne_Airport_%28Australia%29&action=edit&redlink=1#,,
AVV,YMAV,Avalon Airport,Avalon,, Victoria, Australia,http://en.wikipedia.org/wiki/Avalon_Airport#,-38.0394,144.4694
AYQ,YAYE,Ayers Rock Airport,Yulara,, Northern Territory, Australia,http://en.wikipedia.org/wiki/Ayers_Rock_Airport#,-25.1867,130.975
AYR,YAYR,Ayr Airport,Ayr,, Queensland, Australia,http://en.wikipedia.org/w/index.php?title=Ayr_Airport&action=edit&redlink=1#,-19.5958,147.3258
BDD,YBAU,Badu Island Airport,Badu Island,, Queensland, Australia,http://en.wikipedia.org/wiki/Badu_Island_Airport#,-10.15,142.1742
BSJ,YBNS,Bairnsdale Airport,Bairnsdale,, Victoria, Australia,http://en.wikipedia.org/wiki/Bairnsdale_Airport#,-37.8883,147.5683
LCN,YBLC,Balcanoona Airport,Balcanoona,, South Australia, Australia,http://en.wikipedia.org/w/index.php?title=Balcanoona_Airport&action=edit&redlink=1#,,
BQW,YBGO,Balgo Hill Airport,Balgo Hill,, Western Australia, Australia,http://en.wikipedia.org/wiki/Balgo_Hill_Airport#,,
BBL,YLLE,Ballera Airport,Ballera,, Queensland, Australia,http://en.wikipedia.org/wiki/Ballera_Airport#,,
BNK,YBNA,Ballina Airport,Ballina,, New South Wales, Australia,http://en.wikipedia.org/wiki/Ballina_Airport#,-28.8333,153.5617
BZD,YBRN,Balranald Airport,Balranald,, New South Wales, Australia,http://en.wikipedia.org/wiki/Balranald_Airport#,-34.625,143.5769
ABM,YBAM,Bamaga Injinoo Airport,Bamaga,, Queensland, Australia,http://en.wikipedia.org/wiki/Bamaga_Injinoo_Airport#,-10.95,142.46
BYX,,Baniyala Airport,Baniyala,, Northern Territory, Australia,http://en.wikipedia.org/w/index.php?title=Baniyala_Airport&action=edit&redlink=1#,,
BWU,YSBK,Bankstown Airport,Bankstown (near Sydney),, New South Wales, Australia,http://en.wikipedia.org/wiki/Bankstown_Airport#,-33.9244,150.99
BCI,YBAR,Barcaldine Airport,Barcaldine,, Queensland, Australia,http://en.wikipedia.org/wiki/Barcaldine_Airport#,-23.565,145.3094
BYP,YBRY,Barimunya Airport,Barimunya,, Western Australia, Australia,http://en.wikipedia.org/wiki/Barimunya_Airport#,,
BKP,YBAW,Barkly Downs Airport,Barkly Downs,, Queensland, Australia,http://en.wikipedia.org/w/index.php?title=Barkly_Downs_Airport&action=edit&redlink=1#,,
BWB,YBWX,Barrow Island Airport,Barrow Island,, Western Australia, Australia,http://en.wikipedia.org/wiki/Barrow_Island_Airport#,-20.8658,115.4047
BVW,,Batavia Downs Airport,Batavia Downs,, Queensland, Australia,http://en.wikipedia.org/w/index.php?title=Batavia_Downs_Airport&action=edit&redlink=1#,,
BHS,YBTH,Bathurst Airport,Bathurst,, New South Wales, Australia,http://en.wikipedia.org/wiki/Bathurst_Airport_%28Australia%29#,-33.4111,149.6528
BRT,YBTI,Bathurst Island Airport,Bathurst Island,, Northern Territory, Australia,http://en.wikipedia.org/wiki/Bathurst_Island_Airport#,-11.7664,130.6167
BEE,,Beagle Bay Airport,Beagle Bay,, Western Australia, Australia,http://en.wikipedia.org/w/index.php?title=Beagle_Bay_Airport&action=edit&redlink=1#,,
BDW,YBDF,Bedford Downs Airport,Bedford Downs Station,,, Australia,http://en.wikipedia.org/w/index.php?title=Bedford_Downs_Airport&action=edit&redlink=1#,,
BEU,YBIE,Bedourie Airport,Bedourie,, Queensland, Australia,http://en.wikipedia.org/wiki/Bedourie_Airport#,-24.3467,139.46
BLN,YBLA,Benalla Airport,Benalla,, Victoria, Australia,http://en.wikipedia.org/wiki/Benalla_Airport#,,
BXG,YBDG,Bendigo Airport,Bendigo,, Victoria, Australia,http://en.wikipedia.org/wiki/Bendigo_Airport_%28Australia%29#,,
BTX,YBEO,Betoota Airport,Betoota,, Queensland, Australia,http://en.wikipedia.org/w/index.php?title=Betoota_Airport&action=edit&redlink=1#,,
BVZ,YBYS,Beverley Springs Airport,Beverley Springs,, Western Australia, Australia,http://en.wikipedia.org/w/index.php?title=Beverley_Springs_Airport&action=edit&redlink=1#,,
BBE,,Big Bell Airport,Big Bell,, Western Australia, Australia,http://en.wikipedia.org/w/index.php?title=Big_Bell_Airport&action=edit&redlink=1#,,
BIW,,Billiluna Airport,Billiluna,, Western Australia, Australia,http://en.wikipedia.org/w/index.php?title=Billiluna_Airport&action=edit&redlink=1#,,
